Device,Wattage (W),Quantity,Hours/Day,Days/Month,Energy (kWh/Month)
Water Cooler,1858,8,8.9,24,3183.29
Water Cooler,544,10,1.8,18,172.15
LED Light,262,6,8.5,16,213.19
Lab Equipment,1860,11,1.1,11,248.05
Water Cooler,1920,6,1.7,16,309.61
Smartboard,411,7,9.2,18,477.1
Heater,680,19,3.4,26,1135.55
Fridge,1022,12,6.3,18,1398.26
Heater,1804,10,3.4,28,1696.5
Lab Equipment,1631,13,6.4,19,2572.78
Printer,1081,9,5.3,21,1078.65
LED Light,1287,14,7.1,25,3178.78
AC (1.5 Ton),825,1,5.2,30,129.53
Water Cooler,1905,15,4.9,27,3750.7
Ceiling Fan,759,6,5.5,15,377.69
LED Light,235,17,11.7,27,1258.7
Projector,968,17,2.9,16,757.78
Ceiling Fan,256,18,8.2,28,1053.65
Projector,1208,6,2.9,15,315.22
Smartboard,1010,16,4.7,19,1430.12
AC (1.5 Ton),1161,6,4.5,12,374.88
Tube Light,642,17,10.9,25,2967.03
Projector,1563,8,10.4,21,2719.81
Ceiling Fan,536,12,4.6,16,474.42
Lab Equipment,1549,20,9,16,4471.24
Fridge,473,8,6.7,11,278.28
Projector,974,18,1.1,11,202.58
AC (1.5 Ton),39,13,8.6,17,74.02
Water Cooler,69,13,10.8,23,222.82
Projector,888,4,3.3,29,336.52
Smartboard,884,3,11.5,16,485.97
Fridge,786,1,3.6,20,55.84
Tube Light,283,12,7.6,28,722.57
Fridge,1202,12,11.1,23,3694.38
Computer,1652,17,11,30,9293.83
Projector,243,6,5.5,15,119.63
Tube Light,1078,20,2.1,17,779.08
Printer,800,10,7.1,25,1422.76
Fridge,1346,9,3.3,24,950.81
AC (1.5 Ton),1968,14,7.8,20,4317.72
Projector,1482,11,9.9,27,4347.53
Computer,895,6,7.1,13,494.63
Lab Equipment,67,12,4.6,14,51.35
WiFi Router,1685,14,1.2,12,349.21
Projector,1338,4,2.9,15,231.98
Water Cooler,337,14,1.6,14,103.86
Computer,271,4,10,26,282.14
Computer,196,20,8.8,18,618.46
Smartboard,1253,11,10.5,14,2025.35
Tube Light,1351,8,11,30,3550.53
Heater,202,17,5.3,17,309.3
WiFi Router,1638,16,7.5,20,3923.74
Computer,153,6,11,23,231.22
Ceiling Fan,1699,5,9.5,11,888.58
Smartboard,1214,5,4.8,16,463.16
Lab Equipment,1598,3,2.1,21,213.76
AC (1.5 Ton),1602,18,3.2,10,937.13
WiFi Router,1861,6,9,26,2601
Projector,411,15,11.5,20,1416.95
Ceiling Fan,1279,10,11.3,11,1593.03
WiFi Router,1060,13,6.9,17,1621.01
Lab Equipment,1293,14,9.8,11,1955.7
AC (1.5 Ton),770,2,4.8,18,132.11
Water Cooler,267,16,3.4,14,200.57
Ceiling Fan,1896,14,5.8,12,1863.07
LED Light,1725,14,9,17,3683.41
Printer,281,17,4.8,15,344.07
LED Light,1510,5,9.1,27,1862.8
WiFi Router,926,3,3.7,18,183.89
Heater,857,16,11.6,10,1595.6
Lab Equipment,1258,12,11.4,25,4317.6
Water Cooler,991,19,5.5,23,2366.29
Printer,1835,7,1.2,22,342.57
Fridge,927,6,9.6,23,1232.37
Printer,370,18,9.6,19,1213.77
Water Cooler,1239,3,6.8,22,556.06
Heater,1257,4,11.9,11,656.6
Computer,1225,8,10.9,10,1072.3
Lab Equipment,1978,3,4.6,27,740.4
Lab Equipment,923,3,5.2,28,400.66
Printer,1337,6,6.4,25,1278.58
WiFi Router,1949,1,2.1,20,81.75
WiFi Router,672,17,11.7,16,2144.44
Smartboard,1500,5,2,17,255.28
LED Light,883,9,8.2,20,1303.89
Tube Light,1836,7,3.2,21,869.58
Computer,427,10,5.1,25,540.32
Computer,1351,4,8.4,22,996.57
WiFi Router,1903,1,4.9,25,235.13
LED Light,1997,15,8.9,20,5342.18
AC (1.5 Ton),241,19,6.4,10,294.8
Water Cooler,1636,11,1.4,27,701.73
Water Cooler,1784,15,4.6,20,2457.36
Lab Equipment,1359,16,2,15,660.39
Ceiling Fan,724,13,10.6,28,2799.6
Fridge,1107,17,5.7,20,2144.56
Heater,640,9,8.5,21,1023.4
Fridge,1038,7,1.3,16,149
Smartboard,1742,10,9.9,14,2416.63
LED Light,468,8,8,22,659.1
LED Light,720,8,10.5,23,1394.37
Projector,1953,15,2.1,28,1719.82
WiFi Router,35,13,1.4,20,12.95
Tube Light,1334,5,11.4,25,1905.17
Tube Light,162,13,5.1,30,320.3
AC (1.5 Ton),1164,19,6.8,28,4195.67
WiFi Router,314,20,5.4,10,341.12
Fridge,1239,4,8.6,17,725.78
Printer,984,18,10.2,19,3430.94
Tube Light,1581,18,2.4,18,1246.42
AC (1.5 Ton),901,6,6.7,28,1018.89
LED Light,1435,11,9.9,28,4373.28
Lab Equipment,364,12,9,10,395.13
Computer,355,9,11.1,16,568.03
Water Cooler,169,13,7,23,355.94
AC (1.5 Ton),832,13,8,30,2587.35
Water Cooler,1308,13,10.1,11,1890.34
Tube Light,240,1,11.7,19,53.24
Smartboard,460,8,8.3,12,366.55
Smartboard,227,16,4.2,13,199.35
Smartboard,323,12,11.6,13,585.31
Smartboard,1931,9,6.2,12,1298.76
Water Cooler,1695,15,11.9,24,7269.15
Heater,1073,11,10.1,20,2375.35
AC (1.5 Ton),569,20,10.3,30,3504.8
LED Light,71,15,3.8,30,120.88
Smartboard,443,13,9.6,11,605.62
Heater,1935,2,6.4,22,546.66
AC (1.5 Ton),1520,13,11.3,28,6230.5
WiFi Router,1895,15,6.1,26,4482.64
Lab Equipment,21,17,7.2,15,38.66
LED Light,993,20,3.5,24,1655.47
WiFi Router,1623,5,2.8,25,558.95
Smartboard,560,15,9.9,28,2326.98
Computer,1348,13,1.9,26,857.05
Ceiling Fan,807,8,7.8,12,602.34
Lab Equipment,722,12,11.5,17,1687.44
Tube Light,1814,18,9,15,4425.04
Water Cooler,1945,4,5.8,11,495.76
LED Light,353,8,1.4,19,77.69
Tube Light,1878,7,9.3,18,2210.61
Projector,631,6,7.7,28,819.98
LED Light,883,10,9.3,23,1891.84
Fridge,668,3,7.4,17,252.61
Smartboard,1368,16,3,12,799.85
Fridge,723,6,5.3,12,273.37
LED Light,125,8,1.2,13,15.56
Projector,1959,15,9.1,28,7467.54
Ceiling Fan,744,3,1.2,29,74.57
Projector,546,20,9.9,27,2919.72
Smartboard,290,19,9.1,24,1209.62
Smartboard,591,7,7.1,19,561.32
Ceiling Fan,1090,13,4.4,15,935.14
Projector,1088,6,11.9,14,1091.15
Ceiling Fan,1924,7,10.3,20,2771.47
Tube Light,1538,17,8.9,14,3261.53
Printer,1378,3,4.2,12,206.42
AC (1.5 Ton),326,6,7.3,22,313
Printer,462,4,1.8,20,66.76
Heater,846,19,4.4,10,703.88
Projector,179,17,4.9,13,192.8
Smartboard,221,16,8.7,16,493.3
Tube Light,239,9,3.8,27,221.79
Tube Light,22,2,9.5,23,9.61
AC (1.5 Ton),1889,6,10.7,10,1213.41
AC (1.5 Ton),581,13,8.2,22,1354.4
Projector,549,6,8.4,21,579.49
AC (1.5 Ton),1065,16,2.5,26,1093.21
Fridge,1242,10,8.8,23,2502.54
Water Cooler,42,13,8.7,25,118.94
Fridge,1495,12,9.2,10,1652.45
Printer,1595,7,11.4,27,3439.26
Computer,1153,4,2,24,222.14
Printer,1051,16,11.4,16,3075.32
Projector,737,19,5.1,19,1366.42
Smartboard,1815,9,3.5,24,1361.2
Fridge,18,18,9,18,52.63
Fridge,356,10,10.8,19,728.4
Lab Equipment,426,5,9.3,11,217.73
Projector,39,12,4.1,20,38.34
Tube Light,904,20,3.6,21,1348.44
Projector,1787,7,4.1,28,1418.96
LED Light,964,2,5.5,10,106.78
Fridge,1488,14,9.3,29,5631.24
Computer,88,2,7.1,30,37.64
Fridge,332,1,1.2,16,6.25
AC (1.5 Ton),840,12,4.1,21,873.33
Heater,1876,10,2,14,532.7
Computer,1546,1,7.9,24,293.33
LED Light,1719,5,4.5,26,1014.98
Water Cooler,1356,14,8.3,12,1888.99
Projector,581,18,7.2,18,1351.73
Computer,1957,18,10,23,8129.36
Fridge,1858,11,8.9,19,3464.82
Water Cooler,315,5,2.8,26,116.15
WiFi Router,1140,8,5.3,22,1056.93
AC (1.5 Ton),1856,2,11.4,10,422.92
Ceiling Fan,496,13,5.5,11,387.86
AC (1.5 Ton),408,5,8.2,17,285.41
Tube Light,967,5,1.3,15,97.02
Projector,446,19,7.2,23,1398.75
Fridge,1817,19,8.5,10,2932.18
Water Cooler,1930,14,3.5,30,2814.28
Ceiling Fan,474,14,3.1,30,611.16
Fridge,405,12,1.4,19,129.44
Heater,249,13,8.3,13,348.62
Fridge,78,4,4.6,20,28.88
Heater,1418,8,5.7,13,843.82
Lab Equipment,1197,8,7.3,20,1394.51
Tube Light,1947,3,9.3,12,649.16
Fridge,1642,9,11.4,10,1682.72
Lab Equipment,426,13,7.5,12,496.35
Heater,295,7,3.2,15,99.52
Lab Equipment,61,9,5.6,10,30.91
Printer,493,11,4.9,21,555.28
AC (1.5 Ton),657,4,5.4,15,212.24
Computer,1328,1,2.8,22,81.83
Printer,283,19,5.5,14,413.19
Tube Light,412,12,1.5,28,211.27
WiFi Router,1638,14,11.3,24,6222.17
Lab Equipment,1273,3,5.9,24,539.9
Smartboard,354,3,2.3,24,57.54
Water Cooler,887,13,4.6,21,1115.56
Smartboard,287,1,6,21,36.34
WiFi Router,900,4,5.2,10,188.88
Tube Light,131,11,4.9,26,182.36
Heater,504,11,9,12,598.45
Fridge,1848,10,3.5,14,907.51
Tube Light,1862,1,9.9,22,406.61
Tube Light,1252,5,8.6,20,1071.93
Smartboard,1756,4,2.4,20,337.55
Tube Light,691,5,1.5,10,50.51
Lab Equipment,681,4,11.7,12,381.56
Computer,1596,16,6.9,13,2300.82
Smartboard,598,16,10.4,23,2278.22
Printer,828,9,6,14,626.62
Ceiling Fan,685,4,9.8,13,350.4
Water Cooler,695,3,3.3,18,123.23
Water Cooler,1309,10,11.4,18,2675.03
Lab Equipment,270,20,6.5,19,662.07
WiFi Router,1021,3,5.1,23,359.44
Water Cooler,589,15,1.6,15,211.24
Ceiling Fan,12,14,6,12,12.1
Water Cooler,1216,5,6.5,15,596.15
Fridge,980,6,2.1,12,149.33
Printer,1177,12,5.3,29,2175.57
LED Light,1268,12,5,30,2271.42
AC (1.5 Ton),1058,13,8.9,15,1843.46
Lab Equipment,1591,13,11,20,4570.22
AC (1.5 Ton),1553,14,5.8,18,2270.54
Tube Light,458,19,3.1,24,642.64
Fridge,1444,10,7.2,15,1554.85
Computer,1484,3,3.1,17,234.74
Smartboard,423,8,7.3,25,614.19
Smartboard,1941,11,1.3,28,776.73
WiFi Router,1487,11,3.3,25,1368.87
WiFi Router,724,20,6.1,20,1771.98
LED Light,317,14,1.2,22,115.9
Projector,1942,18,8.2,18,5136.59
Tube Light,1925,8,8.4,23,2969.33
Fridge,1225,6,4.1,10,304.82
Ceiling Fan,1911,1,3.1,15,89.36
Projector,315,1,5.6,13,23.09
Smartboard,1866,3,5.3,28,834.41
Heater,1825,5,11,21,2110.48
WiFi Router,1936,17,6.7,30,6629.8
Fridge,1755,20,10.8,25,9475.48
Smartboard,390,14,6.5,16,564.46
Heater,1827,20,7,17,4353.01
LED Light,589,2,6.3,30,223.97
Lab Equipment,416,16,6.3,17,717.54
WiFi Router,1094,14,6.4,15,1467.68
Fridge,109,4,8.5,14,51.85
Smartboard,464,5,2.5,20,116.4
Projector,1786,8,8.8,16,2007.59
Heater,1372,13,8.6,28,4289.48
Lab Equipment,118,7,1.3,25,27.26
Lab Equipment,281,12,2.7,22,203.33
Fridge,1685,8,1.3,17,298.23
Tube Light,846,2,4.1,17,118.82
LED Light,922,16,1.6,12,289.65
Ceiling Fan,364,9,9.1,25,747.87
Projector,1560,11,7.9,11,1493.78
Fridge,924,8,1.7,18,227.8
Smartboard,661,20,11.9,11,1729.37
Ceiling Fan,135,2,3.1,21,17.81
WiFi Router,1619,13,8.6,18,3246.87
LED Light,814,5,1.3,15,80.6
Lab Equipment,841,17,4.4,11,690.82
Computer,1122,20,4.5,18,1837.63
Smartboard,665,6,8.8,13,454.26
Heater,712,19,11.3,15,2286.37
Water Cooler,1804,12,3.3,14,985.87
Heater,1713,10,1.1,17,325.7
Tube Light,1781,9,1.5,25,594.78
Projector,1877,9,10.7,19,3433.14
Water Cooler,226,1,7.7,13,22.74
Tube Light,390,1,8.5,26,86.15
AC (1.5 Ton),370,15,6.3,25,873.82
Tube Light,608,12,4.8,24,832.05
Ceiling Fan,70,18,9.9,30,373.91
Printer,72,8,9.5,28,153.01
WiFi Router,610,17,4.3,14,620.39
Tube Light,929,1,4.2,28,109.63
Tube Light,973,1,1.8,21,37.01
Computer,809,11,2.2,17,333.91
Heater,1734,2,1.8,30,185.24
WiFi Router,1358,7,4.9,15,696.39
WiFi Router,850,6,10.8,13,718.6
WiFi Router,1087,9,2.7,16,419.26
AC (1.5 Ton),893,13,3.7,16,678.53
WiFi Router,1809,8,6.5,14,1316.91
Ceiling Fan,872,8,9.4,13,853.89
Projector,1476,19,5.2,17,2460.14
Projector,711,17,4.7,22,1252.8
Lab Equipment,444,2,7.8,25,172.41
Lab Equipment,977,19,3.1,12,682
Tube Light,205,7,10.7,22,336.96
Smartboard,1492,13,1.4,20,526.43
AC (1.5 Ton),1097,7,4.1,16,502.18
Projector,778,14,10.5,15,1720.76
Water Cooler,749,15,4.5,16,807.7
Smartboard,145,9,3.2,12,50.56
AC (1.5 Ton),1988,15,11.9,23,8154.74
Water Cooler,1990,16,2.6,13,1067.67
Computer,1952,7,1.9,29,744.53
Heater,1824,14,5.5,29,4048.14
Projector,1786,2,8.4,11,331.14
Smartboard,113,2,9.8,24,53.32
AC (1.5 Ton),1052,10,11.3,23,2736.9
Water Cooler,106,13,7.9,17,184.55
WiFi Router,1250,19,9.8,23,5363.61
Ceiling Fan,599,20,11.1,28,3721.81
Ceiling Fan,616,8,4.7,19,442.11
AC (1.5 Ton),607,2,5.5,22,145.64
Smartboard,1660,18,6.1,21,3827.35
Computer,1869,3,8.3,27,1252.86
WiFi Router,1775,11,4,26,2022.14
AC (1.5 Ton),269,8,7.4,17,269.63
Lab Equipment,1520,19,6,20,3458.97
Water Cooler,1159,12,5.7,13,1033.41
Fridge,1550,20,5.1,30,4704.34
Water Cooler,567,8,12,28,1521.01
Tube Light,1321,14,7.4,17,2323.7
WiFi Router,1369,6,10,28,2308.12
LED Light,266,1,2.5,18,12.18
Lab Equipment,664,9,4.5,27,722.81
Printer,158,11,2.7,29,138.05
WiFi Router,659,12,3.9,15,458.4
Projector,357,17,7.6,19,876.1
Heater,2000,1,5.4,20,214.27
AC (1.5 Ton),523,17,2.5,20,440.23
Heater,1813,20,6.1,28,6172.03
Tube Light,426,3,2.4,22,66.46
Lab Equipment,1590,9,4.2,22,1331.42
AC (1.5 Ton),1025,2,10.8,25,553.31
Tube Light,1044,8,8.3,24,1658.12
AC (1.5 Ton),1109,10,10.2,20,2264.8
Heater,275,17,5.7,17,455.75
WiFi Router,1499,11,7.8,23,2944.32
Lab Equipment,525,19,3.4,27,915.5
Ceiling Fan,756,9,8,24,1313.99
AC (1.5 Ton),1789,17,9.6,17,4962.81
Fridge,1839,17,11.8,10,3681.38
AC (1.5 Ton),1208,7,5.2,29,1276.22
Ceiling Fan,1177,16,7.2,21,2841.73
Projector,1975,20,5.8,20,4589.13
Fridge,1200,12,1.2,27,470.3
Smartboard,975,4,9.6,20,750.18
AC (1.5 Ton),1563,3,8.7,27,1104.7
Tube Light,1728,4,2.8,15,290.01
Projector,1226,18,5.3,11,1285.81
Heater,1719,3,11.6,21,1251.62
Printer,980,2,10.7,19,400.25
Smartboard,1569,5,10.1,18,1421.4
Lab Equipment,1390,4,10,18,999.49
Ceiling Fan,1379,1,4.7,16,103.62
Fridge,1647,11,5.3,10,962.42
Lab Equipment,1358,15,9.2,14,2612.35
LED Light,1673,13,3.4,14,1035.22
Tube Light,1173,18,10.4,27,5930.05
Lab Equipment,172,6,2.6,11,29.87
Computer,1084,6,9.7,15,944.98
AC (1.5 Ton),436,16,5.1,11,388.1
Water Cooler,1523,10,11.3,11,1885.65
Lab Equipment,1148,11,5.6,10,709.69
Ceiling Fan,1538,19,9.4,26,7144.63
Smartboard,1921,4,6.4,13,639.02
Heater,10,15,3.8,25,14.24
LED Light,350,11,10.7,19,780.35
Smartboard,1213,2,7.4,21,379.27
Smartboard,1412,8,8.7,30,2933.54
Tube Light,739,7,8.2,26,1101.49
Heater,1685,9,3,13,592.09
Tube Light,462,9,9.1,18,679.11
Ceiling Fan,204,18,10,16,585.79
Water Cooler,482,3,6,16,139.31
AC (1.5 Ton),1684,18,10.5,20,6366.63
WiFi Router,1528,7,6,26,1665.59
Printer,950,10,3.7,12,424.64
WiFi Router,208,7,4,13,75.5
Water Cooler,1227,13,11.9,30,5682.74
Smartboard,1704,17,10,23,6662.62
Ceiling Fan,1636,18,9.4,18,4985.77
Projector,596,1,9.7,24,139.37
Computer,864,9,3.4,13,342.45
Computer,709,8,8.2,26,1214.28
Printer,200,11,4.3,25,238.04
Tube Light,1288,6,8.8,11,750.14
AC (1.5 Ton),1087,6,7.8,26,1319.21
Smartboard,1724,13,1.6,15,534.59
Water Cooler,233,12,10.4,26,752.5
Ceiling Fan,532,14,3.1,23,535.75
Tube Light,1551,11,7.1,28,3378.46
Lab Equipment,1570,17,1.1,25,734.36
Printer,519,2,2.9,15,45.54
LED Light,124,19,10.6,14,350.78
Ceiling Fan,1054,2,1.5,19,59.09
Smartboard,321,7,1.2,14,38.14
Water Cooler,934,6,10.9,10,610.63
Computer,962,17,4.9,27,2170.35
Printer,1686,19,10.1,20,6464.83
Water Cooler,1006,16,3.1,26,1293.2
Ceiling Fan,1778,20,5.8,15,3070.6
Computer,417,2,5,27,112.22
AC (1.5 Ton),1226,3,10.3,16,604.13
Ceiling Fan,1433,4,3.6,22,450.6
WiFi Router,33,19,11.4,23,164.74
Smartboard,37,17,6.1,25,95.75
Heater,18,16,6,14,24.33
Ceiling Fan,677,12,11.4,13,1208.63
Tube Light,952,17,5.6,23,2090.68
WiFi Router,382,4,3,21,95.6
LED Light,839,13,5.6,27,1656.63
Tube Light,1035,16,9.6,25,3983.55
Ceiling Fan,215,18,11.5,17,755.92
AC (1.5 Ton),528,9,7.2,13,442.57
Water Cooler,1989,1,3.6,13,94.28
Smartboard,1201,16,2.8,16,876.02
Ceiling Fan,1314,3,9,26,919.61
Tube Light,959,11,1.7,13,231.72
Water Cooler,503,19,5.4,28,1457.18
Smartboard,1966,9,7.2,14,1779.48
Projector,1348,2,8.5,26,595.52
AC (1.5 Ton),1847,5,3.8,30,1039.95
Smartboard,553,5,4.1,12,134.71
LED Light,642,2,1.2,28,44.57
Computer,1221,3,3.1,14,157.42
LED Light,990,7,5.3,23,836.83
Heater,419,17,3.4,17,410.24
Computer,1373,1,4.6,29,184.8
Smartboard,443,10,7.8,15,517.26
Ceiling Fan,1756,6,8.4,11,968.97
WiFi Router,643,19,1.7,20,424.81
Printer,1462,16,7.8,29,5264.67
Tube Light,1736,13,5.4,24,2899.44
Lab Equipment,1185,9,4.5,11,529.4
Heater,301,8,8,19,364.65
Water Cooler,384,8,1.3,15,61.72
WiFi Router,1164,11,5.8,30,2222.26
Lab Equipment,1860,5,7.6,23,1621.54
Lab Equipment,1796,12,1.3,11,319.11
Computer,1437,8,9.9,19,2160
Fridge,1004,5,6.5,15,491.56
Printer,269,19,8,13,531.85
Projector,1102,13,6.4,23,2121.02
AC (1.5 Ton),1166,1,9.4,17,186.95
LED Light,1763,15,2.3,26,1592.06
Water Cooler,130,5,4.9,29,92.3
Computer,1772,20,3.7,24,3171.48
Tube Light,439,4,4,25,174.93
Heater,572,20,2.7,19,585.74
Computer,1015,10,5.2,17,889.67
WiFi Router,698,12,6.5,11,595.49
Projector,289,20,1.4,19,152.29
Projector,318,6,5.4,20,206.23
Smartboard,738,1,10.4,14,106.96
Water Cooler,1033,16,12,20,3952.02
Water Cooler,1030,12,7.2,24,2137.29
Computer,838,19,2.7,14,592.84
WiFi Router,1324,8,11.8,23,2877.67
Ceiling Fan,1209,10,7.6,20,1838.93
LED Light,405,11,9.9,24,1054.22
Tube Light,1722,19,8.7,16,4544.73
Projector,787,4,6.1,15,286.43
Projector,465,15,10.3,20,1431.87
LED Light,846,1,4.6,24,92.44
Fridge,1256,8,7.7,25,1942.7
Smartboard,1070,15,2.8,16,711.87
Water Cooler,1862,9,1.5,11,269.88
Computer,1211,3,1.9,25,174.44
Tube Light,47,15,3.9,26,70.8
Computer,1247,9,2.7,15,458.88
Tube Light,1280,18,5.2,17,2020.69
Fridge,1722,15,10,19,4888.4
Lab Equipment,690,10,7.9,21,1146.61
Computer,882,16,4.1,11,632.61
Fridge,1596,19,8.1,11,2715.29
Lab Equipment,408,1,5,29,59.67
Heater,197,19,11.9,16,709.92
Lab Equipment,617,9,9.8,26,1410.43
Computer,1190,3,8.1,16,460.72
LED Light,1323,9,2,11,264.45
Computer,1832,19,5.1,28,4991.15
Heater,1690,13,6.8,28,4203.52
Tube Light,461,17,11.6,17,1547.06
Lab Equipment,1555,15,3.8,10,887.24
WiFi Router,1193,2,10.6,21,530.83
Projector,1132,14,5.9,30,2789.94
Tube Light,276,19,9.4,13,638.17
Water Cooler,1892,2,6.1,17,391.15
Lab Equipment,1268,5,6.7,27,1141.55
Water Cooler,1867,17,11.3,23,8275.72
Printer,41,4,8.3,25,34.22
LED Light,1404,17,11,16,4182.7
Water Cooler,434,12,7.4,10,385.86
Projector,905,17,9.5,22,3200.85
Projector,1966,11,5,13,1392.38
AC (1.5 Ton),1501,10,11.7,13,2275.82
Smartboard,983,15,7.2,25,2653.89
Ceiling Fan,1923,3,2,20,230.66
Smartboard,1728,20,2.5,19,1629.5
LED Light,342,20,6.1,23,955.9
Ceiling Fan,1981,19,1.1,20,817.6
Lab Equipment,1907,5,4.8,15,690.07
WiFi Router,787,15,2.2,22,584.28
LED Light,1198,16,4.7,19,1718.62
Printer,1159,7,5.3,23,989.08
Smartboard,644,15,4.6,26,1143.17
Projector,683,1,2,13,17.57
Ceiling Fan,386,5,9.3,24,429.21
Lab Equipment,218,4,10.7,30,280.2
Printer,187,13,6.6,13,209.48
Tube Light,892,16,11.9,25,4230.55
Smartboard,790,8,4.9,23,707.33
Computer,1007,9,5.5,11,551.5
Heater,452,4,8.2,15,221.2
Fridge,1643,12,11.1,29,6334.83
Printer,601,6,6.1,18,395.24
Water Cooler,1513,18,7.9,19,4113.6
Smartboard,1739,16,11.1,29,8975.77
Heater,417,11,10.6,23,1113.46
WiFi Router,1357,2,9.6,16,418.22
Lab Equipment,919,1,1.3,26,30.07
Water Cooler,967,17,3,14,679.37
Printer,1595,17,9.7,18,4737.19
AC (1.5 Ton),158,8,9.2,10,116.72
Ceiling Fan,1756,7,5.8,20,1431.37
Computer,842,1,8.8,14,104.03
Fridge,660,17,11.4,14,1783.21
AC (1.5 Ton),1939,12,6.3,24,3536.5
Printer,1140,18,11.2,19,4364.73
Projector,370,16,4.4,28,725.46
Smartboard,1000,10,10.1,22,2228.98
AC (1.5 Ton),1504,4,4.8,18,524.38
Smartboard,1578,20,4,28,3576.9
Projector,1906,4,2.5,24,462.64
Computer,645,1,6.8,27,118.23
Smartboard,1614,7,11.2,25,3172.31
Smartboard,656,9,9.4,25,1380.11
Smartboard,1687,18,10,25,7572.38
AC (1.5 Ton),1078,16,2.7,11,504.17
Fridge,1129,4,8.5,19,728.24
Smartboard,508,10,4.3,26,562
Lab Equipment,1887,9,6.4,10,1090.11
Printer,553,3,11.8,24,471.64
Heater,108,7,7.1,28,149.62
Lab Equipment,543,9,4.2,27,548.51
Tube Light,951,13,1.8,10,219.93
Fridge,1400,9,2.7,23,775.64
Water Cooler,1422,17,10.5,23,5825.11
WiFi Router,1151,16,4.1,28,2096.8
Fridge,396,15,3.1,11,205.28
Computer,231,20,10.9,17,855.91
LED Light,283,13,11.5,22,926.99
Tube Light,1871,13,10.8,11,2896.24
Smartboard,1419,5,4.4,15,466.78
Heater,373,2,3,12,26.9
Lab Equipment,1860,5,1.2,20,231.87
Computer,1142,19,2.2,22,1055.57
WiFi Router,1281,10,7.2,24,2200.89
Water Cooler,347,8,9.3,21,543.48
Computer,856,13,7.5,10,833.4
LED Light,510,5,11.1,13,368.56
Water Cooler,1308,2,4.3,28,317.08
Lab Equipment,1952,9,3.7,26,1690.23
LED Light,360,8,2.5,12,85.24
Printer,967,10,4.6,15,669.75
Computer,1774,12,5.5,19,2228.15
Ceiling Fan,1071,13,10.9,22,3346.18
Printer,280,16,4.5,29,578.86
Printer,623,16,8.6,15,1287.22
Lab Equipment,975,18,7,29,3575.78
Lab Equipment,134,17,1.5,30,104.38
LED Light,378,6,1.3,19,54.81
Lab Equipment,1284,13,1.8,20,617.04
Water Cooler,759,9,11.1,11,837.1
Smartboard,257,11,4,12,134.97
Water Cooler,1878,10,7.9,24,3555.24
Heater,1664,19,5.1,30,4819.91
Tube Light,536,1,9.1,28,137.09
Ceiling Fan,463,2,5.8,13,69.9
Ceiling Fan,736,16,8.4,19,1880.5
Smartboard,948,7,1.7,28,312.47
Tube Light,1107,15,11.4,24,4552.58
Fridge,813,8,4,10,258.18
Heater,1879,11,3.9,14,1134.25
LED Light,1664,15,9.3,16,3719.01
LED Light,685,18,9.4,18,2093.22
AC (1.5 Ton),1655,12,7.1,24,3364.77
Ceiling Fan,1233,2,1.2,13,36.91
Computer,794,8,6.8,20,861.76
Water Cooler,819,18,8.2,12,1444.59
Printer,1292,2,9.3,14,337.95
AC (1.5 Ton),854,15,11.1,12,1703.59
Tube Light,30,8,4.7,24,27.05
LED Light,544,4,6.1,24,317.11
Water Cooler,1565,9,2.7,24,929.13
Ceiling Fan,113,9,9.4,12,115.23
Lab Equipment,1156,17,3.6,29,2025.09
Ceiling Fan,836,8,9.5,25,1588.12
Printer,1978,9,9.5,29,4900.06
Heater,335,12,4.5,27,491.67
Fridge,1390,17,1.5,28,976.07
WiFi Router,1337,16,9.6,19,3889.79
Tube Light,1070,9,11.2,25,2689.23
Lab Equipment,1843,5,6,28,1557.43
Fridge,928,5,10.6,25,1234.29
LED Light,1775,3,4.4,28,658.44
Water Cooler,1939,18,6.1,22,4679.96
Water Cooler,202,8,4.1,28,185.9
Fridge,1622,11,2,15,539.22
Projector,252,16,4.9,10,196.3
Fridge,1252,16,4.6,15,1377.04
Water Cooler,289,12,8.5,13,382.53
Tube Light,774,16,5.4,27,1810.71
Ceiling Fan,422,2,3.3,22,61.09
Ceiling Fan,887,11,8.4,15,1225.38
AC (1.5 Ton),628,20,2.6,17,546.42
Smartboard,207,11,9.9,11,248.85
Heater,304,10,11.4,13,448.73
Lab Equipment,88,16,2.7,14,52.6
Projector,375,5,5.7,17,181.56
Ceiling Fan,333,3,8.8,17,148.89
Lab Equipment,351,6,6.9,22,319.63
Fridge,629,1,11.7,14,102.61
WiFi Router,1996,5,1.4,29,399.14
Ceiling Fan,398,1,10,19,75.25
AC (1.5 Ton),71,17,1.9,19,43.83
Printer,1127,11,2,26,655.34
LED Light,263,13,5,15,258.78
Projector,1201,18,6.5,22,3083.65
Ceiling Fan,419,9,6,21,474.22
Projector,1215,9,10.8,16,1886.4
WiFi Router,145,4,6.1,25,87.73
WiFi Router,331,10,4.6,26,391.69
Projector,1710,11,8.4,25,3936.75
Heater,799,6,10.5,30,1512.55
Smartboard,379,13,9.7,23,1104.81
Lab Equipment,1607,3,4.7,22,502.62
LED Light,1411,9,5.1,23,1502.34
Lab Equipment,1475,2,1.2,14,49.97
LED Light,1516,19,11.8,30,10212.8
Projector,41,3,2.3,15,4.28
Smartboard,463,13,9.5,17,976.21
